BEGIN_DATA,,,,
Year,Month,Day,Hour,Demand
2016,1,29,13,489880
2016,1,29,14,498339
2016,1,29,15,492284
2016,1,29,16,483987
2016,1,29,17,472607
2016,1,29,18,461493
2016,1,29,19,453063
2016,1,29,20,446413
2016,1,29,21,441068
2016,1,29,22,441048
2016,1,29,23,450733
2016,1,29,24,465999
2016,1,30,1,473718
2016,1,30,2,473262
2016,1,30,3,468077
2016,1,30,4,455580
2016,1,30,5,437622
2016,1,30,6,421454
2016,1,30,7,409661
2016,1,30,8,401725
2016,1,30,9,397446
2016,1,30,10,399211
2016,1,30,11,406491
2016,1,30,12,420075
2016,1,30,13,436599
2016,1,30,14,448082
2016,1,30,15,447923
2016,1,30,16,440969
2016,1,30,17,431135
2016,1,30,18,420375
2016,1,30,19,410136
2016,1,30,20,402345
2016,1,30,21,398119
2016,1,30,22,398211
2016,1,30,23,407935
2016,1,30,24,424712
2016,1,31,1,432706
2016,1,31,2,433566
2016,1,31,3,428394
2016,1,31,4,417412
2016,1,31,5,401466
2016,1,31,6,385031
2016,1,31,7,372884
2016,1,31,8,364163
2016,1,31,9,359200
2016,1,31,10,358040
2016,1,31,11,360898
2016,1,31,12,368195
2016,1,31,13,380157
2016,1,31,14,391752
2016,1,31,15,399409
2016,1,31,16,400465
2016,1,31,17,398733
2016,1,31,18,397649
2016,1,31,19,395805
2016,1,31,20,393066
2016,1,31,21,391975
2016,1,31,22,395107
2016,1,31,23,407470
2016,1,31,24,425236
2016,2,1,1,434806
2016,2,1,2,435064
2016,2,1,3,426819
2016,2,1,4,411759
2016,2,1,5,391383
2016,2,1,6,372942
2016,2,1,7,361001
2016,2,1,8,353033
2016,2,1,9,350045
2016,2,1,10,353256
2016,2,1,11,368542
2016,2,1,12,401550
2016,2,1,13,433191
2016,2,1,14,444295
2016,2,1,15,447894
2016,2,1,16,450694
2016,2,1,17,449644
2016,2,1,18,446263
2016,2,1,19,442699
2016,2,1,20,439797
2016,2,1,21,437129
2016,2,1,22,438025
2016,2,1,23,446188
2016,2,1,24,461930
2016,2,2,1,471806
2016,2,2,2,470709
2016,2,2,3,461079
2016,2,2,4,442670
2016,2,2,5,418336
2016,2,2,6,396625
2016,2,2,7,381749
2016,2,2,8,371769
2016,2,2,9,366772
2016,2,2,10,368591
2016,2,2,11,382021
2016,2,2,12,414646
2016,2,2,13,443825
2016,2,2,14,453953
2016,2,2,15,457153
2016,2,2,16,459078
2016,2,2,17,457079
2016,2,2,18,450673
2016,2,2,19,448768
2016,2,2,20,444618
2016,2,2,21,441273
2016,2,2,22,442635
2016,2,2,23,452450
2016,2,2,24,466845
2016,2,3,1,475296
2016,2,3,2,474068
2016,2,3,3,463570
2016,2,3,4,444152
2016,2,3,5,420117
2016,2,3,6,399540
2016,2,3,7,384347
2016,2,3,8,374131
2016,2,3,9,369211
2016,2,3,10,371215
2016,2,3,11,383781
2016,2,3,12,415255
2016,2,3,13,446694
2016,2,3,14,459887
2016,2,3,15,465986
2016,2,3,16,469666
2016,2,3,17,468347
2016,2,3,18,463302
2016,2,3,19,458532
2016,2,3,20,453700
2016,2,3,21,449532
2016,2,3,22,450158
2016,2,3,23,458219
2016,2,3,24,472065
2016,2,4,1,482328
2016,2,4,2,482856
2016,2,4,3,474367
2016,2,4,4,456290
2016,2,4,5,432825
2016,2,4,6,412681
2016,2,4,7,398724
2016,2,4,8,390171
2016,2,4,9,386439
2016,2,4,10,389595
2016,2,4,11,404973
2016,2,4,12,438227
2016,2,4,13,472199
2016,2,4,14,484949
2016,2,4,15,487328
2016,2,4,16,485781
2016,2,4,17,479593
2016,2,4,18,470967
2016,2,4,19,462918
2016,2,4,20,456299
2016,2,4,21,451360
2016,2,4,22,451716
2016,2,4,23,461495
2016,2,4,24,477809
2016,2,5,1,491436
2016,2,5,2,495085
2016,2,5,3,488990
2016,2,5,4,473043
2016,2,5,5,452119
2016,2,5,6,433235
2016,2,5,7,421814
2016,2,5,8,416139
2016,2,5,9,414463
2016,2,5,10,418537
2016,2,5,11,435319
2016,2,5,12,470378
2016,2,5,13,503832
2016,2,5,14,514139
2016,2,5,15,511370
2016,2,5,16,503724
2016,2,5,17,490621
2016,2,5,18,475355
2016,2,5,19,462022
2016,2,5,20,451872
2016,2,5,21,443685
2016,2,5,22,442344
2016,2,5,23,452742
2016,2,5,24,471656
2016,2,6,1,483417
2016,2,6,2,486500
